station_complex_id,dow,hour,mean_ridership,pred_ridership,n_obs
303,0,3,27.246575342465754,26.398609935220296,73
303,0,4,68.25675675675676,66.36254719350245,74
303,0,5,202.97260273972603,209.48441053613885,73
303,0,6,374.44594594594594,369.35673066887097,74
303,0,7,720.918918918919,710.6678744620706,74
303,0,8,800.1643835616438,821.5430402157025,73
303,0,9,501.027397260274,507.2285789301615,73
303,0,10,374.1216216216216,369.72740018482506,74
303,0,11,348.8767123287671,353.4454741005918,73
303,0,12,348.8904109589041,362.22851598241124,73
303,0,13,382.6756756756757,399.6319396642897,74
303,0,14,442.43835616438355,441.63925564473317,73
303,0,15,467.9054054054054,480.4190864855588,74
303,0,16,447.6756756756757,440.39645629523835,74
303,0,17,434.972602739726,427.4401705788225,73
303,0,18,317.7260273972603,318.40339529189725,73
303,0,19,205.6986301369863,206.5270594539426,73
303,0,20,151.35616438356163,144.8131088939792,73
303,0,21,95.45205479452055,101.57598927864065,73
303,0,22,74.44285714285714,77.28087764976124,70
303,0,23,43.86486486486486,43.74461110935771,74
303,1,0,19.857142857142858,21.589950617950365,70
303,1,1,10.814285714285715,10.950208854117658,70
303,1,2,12.136363636363637,11.435934889885951,66
303,1,3,26.08823529411765,26.086776084105548,68
303,1,4,66.77333333333333,67.08353647545346,75
303,1,5,213.88,223.02382168975222,75
303,1,6,396.29333333333335,406.18874255324783,75
303,1,7,822.1733333333333,814.3585043983644,75
303,1,8,926.0266666666666,933.1634450273189,75
303,1,9,566.0133333333333,579.6214134430236,75
303,1,10,410.53333333333336,404.65329490086145,75
303,1,11,359.50666666666666,373.07068187705124,75
303,1,12,350.62666666666667,370.9799640440725,75
303,1,13,399.96,427.86219788033503,75
303,1,14,452.86301369863014,487.08898489724606,73
303,1,15,493.94594594594594,525.5514365656016,74
303,1,16,497.6081081081081,493.6874569815785,74
303,1,17,474.25333333333333,480.13499395453147,75
303,1,18,360.2266666666667,359.1964542944402,75
303,1,19,221.52,231.05119700673143,75
303,1,20,149.16,160.8566715174479,75
303,1,21,127.10666666666667,117.34388274576592,75
303,1,22,86.2,82.48139257535168,70
303,1,23,45.013513513513516,44.76688514586188,74
303,2,0,21.583333333333332,22.697781217903707,72
303,2,1,11.094594594594595,11.947505492264433,74
303,2,2,13.140845070422536,12.217901549293869,71
303,2,3,28.014084507042252,26.16011322868379,71
303,2,4,63.69736842105263,64.68556073296304,76
303,2,5,218.10526315789474,221.91685502112153,76
